System Code,School Code,System Name,School Name,Number Received SGP,"Median
SGP",% Low Growth,% Typical Growth,% High Growth,Number Received SGP.1,"Median
SGP.1",% Low Growth.1,% Typical Growth.1,% High Growth.1
601,177,APPLING COUNTY,APPLING COUNTY ELEMENTARY SCHOOL,164,45.5,39.02439024390244,30.48780487804878,30.48780487804878,165,52,29.09090909090909,34.54545454545455,36.36363636363637
601,1050,APPLING COUNTY,ALTAMAHA ELEMENTARY SCHOOL,57,55,21.05263157894737,42.10526315789474,36.8421052631579,57,49,35.08771929824562,35.08771929824562,29.82456140350877
601,5050,APPLING COUNTY,FOURTH DISTRICT ELEMENTARY SCHOOL,17,52,29.41176470588235,29.41176470588235,41.1764705882353,17,53,41.1764705882353,23.529411764705884,35.294117647058826
602,187,ATKINSON COUNTY,WILLACOOCHEE ELEMENTARY SCHOOL,25,37,44,28,28,25,69,12,32,56
602,190,ATKINSON COUNTY,PEARSON ELEMENTARY SCHOOL,80,71,21.25,23.75,55,80,53.5,32.5,26.25,41.25
603,3050,BACON COUNTY,BACON COUNTY ELEMENTARY SCHOOL,146,43.5,36.986301369863014,31.506849315068493,31.506849315068493,146,55,31.506849315068493,32.87671232876713,35.61643835616438
604,105,BAKER COUNTY,BAKER COUNTY K12 SCHOOL,19,65,26.31578947368421,26.31578947368421,47.36842105263158,19,16,78.94736842105263,15.789473684210526,5.2631578947368425
605,300,BALDWIN COUNTY,LAKEVIEW ACADEMY,214,48.5,34.11214953271028,33.64485981308411,32.242990654205606,215,46,38.604651162790695,31.627906976744185,29.767441860465116
605,303,BALDWIN COUNTY,MIDWAY HILLS ACADEMY,136,52.5,32.35294117647059,31.61764705882353,36.029411764705884,139,44,38.84892086330935,28.057553956834532,33.093525179856115
606,107,BANKS COUNTY,BANKS COUNTY ELEMENTARY SCHOOL,189,50,35.97883597883598,32.27513227513227,31.746031746031747,189,41,43.386243386243386,30.158730158730158,26.455026455026456
607,105,BARROW COUNTY,COUNTY LINE ELEMENTARY SCHOOL,81,45,34.5679012345679,33.333333333333336,32.098765432098766,81,61,25.925925925925927,30.864197530864196,43.20987654320987
607,189,BARROW COUNTY,KENNEDY ELEMENTARY SCHOOL,134,44.5,40.298507462686565,29.104477611940297,30.597014925373134,134,34.5,50,25.37313432835821,24.62686567164179
607,193,BARROW COUNTY,BRAMLETT ELEMENTARY SCHOOL,88,56.5,27.272727272727273,31.818181818181817,40.90909090909091,88,35.5,50,23.863636363636363,26.136363636363637
607,205,BARROW COUNTY,BETHLEHEM ELEMENTARY SCHOOL,134,41.5,42.53731343283582,26.119402985074625,31.34328358208955,134,54,31.34328358208955,33.582089552238806,35.07462686567164
607,298,BARROW COUNTY,YARGO ELEMENTARY SCHOOL,137,48,34.306569343065696,27.73722627737226,37.956204379562045,137,55,29.927007299270073,32.846715328467155,37.22627737226277
607,299,BARROW COUNTY,WINDER ELEMENTARY SCHOOL,94,38.5,44.680851063829785,28.72340425531915,26.595744680851062,94,44.5,46.808510638297875,25.53191489361702,27.659574468085108
607,1050,BARROW COUNTY,AUBURN ELEMENTARY SCHOOL,107,28,54.205607476635514,27.102803738317757,18.69158878504673,106,36.5,48.113207547169814,32.075471698113205,19.81132075471698
607,4050,BARROW COUNTY,HOLSENBECK ELEMENTARY SCHOOL,116,60.5,33.62068965517241,22.413793103448278,43.96551724137931,116,68.5,17.24137931034483,31.896551724137932,50.86206896551724
607,5050,BARROW COUNTY,STATHAM ELEMENTARY SCHOOL,113,39,45.13274336283186,32.743362831858406,22.123893805309734,113,37,47.78761061946903,31.858407079646017,20.353982300884955
608,104,BARTOW COUNTY,CLEAR CREEK ELEMENTARY SCHOOL,102,58.5,32.35294117647059,30.392156862745097,37.254901960784316,102,67,22.54901960784314,25.49019607843137,51.96078431372549
608,106,BARTOW COUNTY,PINE LOG ELEMENTARY,71,48,30.985915492957748,39.436619718309856,29.577464788732396,71,57,30.985915492957748,33.80281690140845,35.2112676056338
608,107,BARTOW COUNTY,EUHARLEE ELEMENTARY SCHOOL,70,51.5,28.571428571428573,37.142857142857146,34.285714285714285,70,39.5,48.57142857142857,28.571428571428573,22.857142857142858
608,115,BARTOW COUNTY,CLOVERLEAF ELEMENTARY,90,55,24.444444444444443,33.333333333333336,42.22222222222222,90,39.5,43.333333333333336,36.666666666666664,20
608,175,BARTOW COUNTY,WHITE ELEMENTARY SCHOOL,69,46,36.231884057971016,33.333333333333336,30.434782608695652,69,44,36.231884057971016,46.3768115942029,17.391304347826086
608,177,BARTOW COUNTY,ADAIRSVILLE ELEMENTARY SCHOOL,119,46,40.33613445378151,30.252100840336134,29.41176470588235,119,29,53.78151260504202,31.932773109243698,14.285714285714286
608,186,BARTOW COUNTY,MISSION ROAD ELEMENTARY SCHOOL,56,48,32.142857142857146,30.357142857142858,37.5,56,41.5,37.5,23.214285714285715,39.285714285714285
608,196,BARTOW COUNTY,ALLATOONA ELEMENTARY SCHOOL,61,66,21.311475409836067,26.229508196721312,52.459016393442624,61,49,37.704918032786885,27.868852459016395,34.42622950819672
608,296,BARTOW COUNTY,KINGSTON ELEMENTARY SCHOOL,74,49,36.486486486486484,31.08108108108108,32.432432432432435,74,31,56.75675675675676,29.72972972972973,13.513513513513514
608,377,BARTOW COUNTY,HAMILTON CROSSING ELEMENTARY SCHOOL,84,51,32.142857142857146,33.333333333333336,34.523809523809526,84,40,44.04761904761905,32.142857142857146,23.80952380952381
608,396,BARTOW COUNTY,TAYLORSVILLE ELEMENTARY SCHOOL,78,37.5,48.717948717948715,29.487179487179485,21.794871794871796,78,26,58.97435897435897,30.76923076923077,10.256410256410257
608,2052,BARTOW COUNTY,EMERSON ELEMENTARY SCHOOL,50,38,42,34,24,50,57.5,28,32,40
609,111,BEN HILL COUNTY,BEN HILL ELEMENTARY SCHOOL,181,48,35.35911602209945,33.149171270718234,31.49171270718232,181,52,39.77900552486188,20.994475138121548,39.226519337016576
610,195,BERRIEN COUNTY,BERRIEN ELEMENTARY SCHOOL,192,40.5,42.1875,35.416666666666664,22.395833333333332,192,35,49.479166666666664,30.729166666666668,19.791666666666668
611,103,BIBB COUNTY,SKYVIEW ELEMENTARY SCHOOL,56,37.5,42.857142857142854,37.5,19.642857142857142,56,40,41.07142857142857,39.285714285714285,19.642857142857142
611,104,BIBB COUNTY,BURDELL ELEMENTARY SCHOOL,61,49,37.704918032786885,36.0655737704918,26.229508196721312,61,67,21.311475409836067,26.229508196721312,52.459016393442624
611,109,BIBB COUNTY,BRUCE ELEMENTARY SCHOOL,49,39,36.734693877551024,34.69387755102041,28.571428571428573,47,27,53.191489361702125,40.42553191489362,6.382978723404255
611,203,BIBB COUNTY,VINEVILLE ACADEMY,64,53,29.6875,39.0625,31.25,64,43,32.8125,46.875,20.3125
611,307,BIBB COUNTY,PRICE ACADEMY,2,--,--,--,--,2,--,--,--,--
611,383,BIBB COUNTY,WILLIAMS ELEMENTARY SCHOOL,54,40,44.44444444444444,29.62962962962963,25.925925925925927,53,35,49.056603773584904,37.735849056603776,13.20754716981132
611,405,BIBB COUNTY,ROSA TAYLOR ELEMENTARY SCHOOL,85,35,49.411764705882355,37.64705882352941,12.941176470588236,84,32.5,52.38095238095238,33.333333333333336,14.285714285714286
611,605,BIBB COUNTY,HERITAGE ELEMENTARY SCHOOL,77,46,40.25974025974026,28.571428571428573,31.16883116883117,77,40,41.55844155844156,29.87012987012987,28.571428571428573
611,705,BIBB COUNTY,UNION ELEMENTARY SCHOOL,57,44,33.333333333333336,38.59649122807018,28.07017543859649,57,43,33.333333333333336,43.85964912280702,22.80701754385965
611,1050,BIBB COUNTY,ALEXANDER II MAGNET SCHOOL,72,35.5,48.611111111111114,30.555555555555557,20.833333333333332,72,38,45.833333333333336,29.166666666666668,25
611,1054,BIBB COUNTY,BERND ELEMENTARY SCHOOL,62,49.5,38.70967741935484,24.193548387096776,37.096774193548384,62,30.5,54.83870967741935,37.096774193548384,8.064516129032258
611,1067,BIBB COUNTY,PORTER ELEMENTARY SCHOOL,71,41,43.66197183098591,33.80281690140845,22.535211267605632,70,66,24.285714285714285,24.285714285714285,51.42857142857143
611,1105,BIBB COUNTY,SPRINGDALE ELEMENTARY SCHOOL,58,49.5,29.310344827586206,50,20.689655172413794,58,55.5,31.03448275862069,32.758620689655174,36.206896551724135
611,1205,BIBB COUNTY,CARTER ELEMENTARY SCHOOL,73,55,34.24657534246575,31.506849315068493,34.24657534246575,74,43,44.5945945945946,35.13513513513514,20.27027027027027
611,1305,BIBB COUNTY,LANE ELEMENTARY SCHOOL,49,38,44.89795918367347,30.612244897959183,24.489795918367346,49,69,12.244897959183673,32.6530612244898,55.10204081632653
611,1306,BIBB COUNTY,MARTIN LUTHER KING JR ELEMENTARY SC,74,46,36.486486486486484,29.72972972972973,33.78378378378378,74,27,59.45945945945946,25.675675675675677,14.864864864864865
611,1307,BIBB COUNTY,SOUTHFIELD ELEMENTARY SCHOOL,120,39,45,35.833333333333336,19.166666666666668,115,46,35.65217391304348,37.391304347826086,26.956521739130434
611,1309,BIBB COUNTY,VETERANS ELEMENTARY SCHOOL,105,44,36.19047619047619,34.285714285714285,29.523809523809526,105,42,40,34.285714285714285,25.714285714285715
611,1310,BIBB COUNTY,JOHN ROBERT LEWIS ELEMENTARY SCHOOL,87,48,29.885057471264368,35.632183908045974,34.48275862068966,87,44,37.93103448275862,37.93103448275862,24.137931034482758
611,1311,BIBB COUNTY,VIP ACADEMY (VIRTUAL),5,--,--,--,--,5,--,--,--,--
611,2060,BIBB COUNTY,HARTLEY ELEMENTARY SCHOOL,58,41,36.206896551724135,44.827586206896555,18.96551724137931,58,44,39.6551724137931,32.758620689655174,27.586206896551722
611,3060,BIBB COUNTY,HEARD ELEMENTARY SCHOOL,81,32,51.851851851851855,30.864197530864196,17.28395061728395,81,48,40.74074074074074,24.691358024691358,34.5679012345679
611,3067,BIBB COUNTY,INGRAM-PYE ELEMENTARY SCHOOL,73,34,52.054794520547944,17.80821917808219,30.136986301369863,73,32,52.054794520547944,35.61643835616438,12.32876712328767
612,197,BLECKLEY COUNTY,BLECKLEY COUNTY ELEMENTARY SCHOOL,180,57,27.22222222222222,33.888888888888886,38.888888888888886,180,64,25,27.22222222222222,47.77777777777778
613,110,BRANTLEY COUNTY,ATKINSON ELEMENTARY SCHOOL,82,33.5,50,28.048780487804876,21.951219512195124,82,29.5,52.4390243902439,30.48780487804878,17.073170731707318
613,294,BRANTLEY COUNTY,NAHUNTA ELEMENTARY SCHOOL,85,40,41.1764705882353,23.529411764705884,35.294117647058826,84,62.5,26.19047619047619,26.19047619047619,47.61904761904762
613,2050,BRANTLEY COUNTY,HOBOKEN ELEMENTARY SCHOOL,56,61.5,21.428571428571427,35.714285714285715,42.857142857142854,56,34,51.785714285714285,30.357142857142858,17.857142857142858
614,193,BROOKS COUNTY,QUITMAN ELEMENTARY SCHOOL,98,52,33.673469387755105,35.714285714285715,30.612244897959183,97,59,29.896907216494846,30.927835051546392,39.175257731958766
614,393,BROOKS COUNTY,NORTH BROOKS ELEMENTARY SCHOOL,70,71.5,25.714285714285715,20,54.285714285714285,70,75.5,10,24.285714285714285,65.71428571428571
615,101,BRYAN COUNTY,DR. GEORGE WASHINGTON CARVER ELEMEN,280,64,27.5,25,47.5,280,64,21.071428571428573,34.642857142857146,44.285714285714285
615,286,BRYAN COUNTY,BRYAN COUNTY ELEMENTARY SCHOOL,142,49.5,35.2112676056338,25.35211267605634,39.436619718309856,143,40,43.35664335664335,32.86713286713287,23.776223776223777
615,503,BRYAN COUNTY,MCALLISTER ELEMENTARY SCHOOL,143,68,23.076923076923077,23.776223776223777,53.14685314685315,143,83,6.293706293706293,24.475524475524477,69.23076923076923
615,504,BRYAN COUNTY,FRANCES MEEKS ELEMENTARY SCHOOL,123,54,23.577235772357724,40.65040650406504,35.77235772357724,123,54,39.02439024390244,22.764227642276424,38.21138211382114
616,100,BULLOCH COUNTY,MILL CREEK ELEMENTARY SCHOOL,79,62,27.848101265822784,26.582278481012658,45.56962025316456,79,56,29.11392405063291,39.24050632911393,31.645569620253166
616,107,BULLOCH COUNTY,NEVILS ELEMENTARY SCHOOL,63,35,49.20634920634921,23.80952380952381,26.984126984126984,62,32,50,35.483870967741936,14.516129032258064
616,199,BULLOCH COUNTY,LANGSTON CHAPEL ELEMENTARY SCHOOL,89,34,50.561797752808985,26.96629213483146,22.471910112359552,89,33,50.561797752808985,35.95505617977528,13.48314606741573
616,200,BULLOCH COUNTY,BROOKLET ELEMENTARY SCHOOL,121,58,29.75206611570248,30.578512396694215,39.66942148760331,121,40,47.93388429752066,27.272727272727273,24.793388429752067
616,399,BULLOCH COUNTY,PORTAL ELEMENTARY SCHOOL,64,29.5,54.6875,28.125,17.1875,64,38,48.4375,31.25,20.3125
616,2050,BULLOCH COUNTY,JULIA P. BRYANT ELEMENTARY SCHOOL,108,27,57.407407407407405,28.703703703703702,13.88888888888889,108,60.5,28.703703703703702,25.925925925925927,45.370370370370374
616,3054,BULLOCH COUNTY,STILSON ELEMENTARY SCHOOL,59,32,55.932203389830505,33.898305084745765,10.169491525423728,59,44,33.898305084745765,40.67796610169491,25.423728813559322
616,5050,BULLOCH COUNTY,MATTIE LIVELY ELEMENTARY SCHOOL,77,38,45.45454545454545,32.467532467532465,22.07792207792208,77,54,25.974025974025974,41.55844155844156,32.467532467532465
616,5054,BULLOCH COUNTY,SALLIE ZETTEROWER ELEMENTARY SCHOOL,106,40,46.22641509433962,24.528301886792452,29.245283018867923,106,35,48.113207547169814,31.132075471698112,20.754716981132077
617,104,BURKE COUNTY,BLAKENEY ELEMENTARY,210,47,35.23809523809524,33.333333333333336,31.428571428571427,210,41,42.857142857142854,31.428571428571427,25.714285714285715
617,196,BURKE COUNTY,S G A ELEMENTARY SCHOOL,43,60,18.6046511627907,44.18604651162791,37.2093023255814,43,49,34.883720930232556,30.232558139534884,34.883720930232556
618,104,BUTTS COUNTY,HAMPTON L. DAUGHTRY ELEMENTARY SCHO,71,52,35.2112676056338,29.577464788732396,35.2112676056338,71,86,8.450704225352112,12.67605633802817,78.87323943661971
618,108,BUTTS COUNTY,STARK ELEMENTARY SCHOOL,87,46,36.7816091954023,34.48275862068966,28.735632183908045,87,53,31.03448275862069,37.93103448275862,31.03448275862069
618,111,BUTTS COUNTY,JACKSON ELEMENTARY SCHOOL,89,31,55.056179775280896,24.719101123595507,20.224719101123597,89,17,74.15730337078652,19.10112359550562,6.741573033707865
619,179,CALHOUN COUNTY,CALHOUN COUNTY ELEMENTARY SCHOOL,28,52,39.285714285714285,21.428571428571427,39.285714285714285,29,66,20.689655172413794,27.586206896551722,51.724137931034484
620,100,CAMDEN COUNTY,MAMIE LOU GROSS ELEMENTARY SCHOOL,54,44,35.18518518518518,48.148148148148145,16.666666666666668,54,35,48.148148148148145,29.62962962962963,22.22222222222222
620,110,CAMDEN COUNTY,SAINT MARYS ELEMENTARY SCHOOL,91,69,15.384615384615385,28.571428571428573,56.043956043956044,92,63,20.652173913043477,32.608695652173914,46.73913043478261
620,187,CAMDEN COUNTY,CROOKED RIVER ELEMENTARY SCHOOL,75,58,32,24,44,75,27,56,29.333333333333332,14.666666666666666
620,189,CAMDEN COUNTY,MATILDA HARRIS ELEMENTARY SCHOOL,95,48,40,29.473684210526315,30.526315789473685,95,46,34.73684210526316,32.63157894736842,32.63157894736842
620,192,CAMDEN COUNTY,WOODBINE ELEMENTARY SCHOOL,49,41,40.816326530612244,34.69387755102041,24.489795918367346,49,44,38.775510204081634,36.734693877551024,24.489795918367346
620,193,CAMDEN COUNTY,KINGSLAND ELEMENTARY SCHOOL,65,58,23.076923076923077,32.30769230769231,44.61538461538461,65,37,47.69230769230769,35.38461538461539,16.923076923076923
620,195,CAMDEN COUNTY,DAVID L RAINER ELEMENTARY SCHOOL,74,35,50,25.675675675675677,24.324324324324323,74,37,44.5945945945946,35.13513513513514,20.27027027027027
620,197,CAMDEN COUNTY,SUGARMILL ELEMENTARY,93,53,36.55913978494624,24.731182795698924,38.70967741935484,92,41,42.391304347826086,33.69565217391305,23.91304347826087
620,495,CAMDEN COUNTY,MARY LEE CLARK ELEMENTARY SCHOOL,57,48,36.8421052631579,31.57894736842105,31.57894736842105,57,46,35.08771929824562,29.82456140350877,35.08771929824562
621,302,CANDLER COUNTY,METTER ELEMENTARY SCHOOL,151,46,39.735099337748345,35.76158940397351,24.503311258278146,151,47,34.437086092715234,39.0728476821192,26.490066225165563
622,100,CARROLL COUNTY,SHARP CREEK ELEMENTARY SCHOOL,66,52.5,33.333333333333336,36.36363636363637,30.303030303030305,66,46,30.303030303030305,39.39393939393939,30.303030303030305
622,115,CARROLL COUNTY,PROVIDENCE ELEMENTARY SCHOOL,72,38,48.611111111111114,29.166666666666668,22.22222222222222,72,59.5,22.22222222222222,29.166666666666668,48.611111111111114
622,176,CARROLL COUNTY,MOUNT ZION ELEMENTARY SCHOOL,99,58,30.303030303030305,32.323232323232325,37.37373737373738,99,52,33.333333333333336,34.343434343434346,32.323232323232325
622,377,CARROLL COUNTY,ROOPVILLE ELEMENTARY SCHOOL,53,54,32.075471698113205,30.18867924528302,37.735849056603776,53,59,20.754716981132077,37.735849056603776,41.509433962264154
622,405,CARROLL COUNTY,ITHICA ELEMENTARY,113,48,36.283185840707965,36.283185840707965,27.43362831858407,112,45,37.5,38.392857142857146,24.107142857142858
622,477,CARROLL COUNTY,WHITESBURG ELEMENTARY SCHOOL,68,30.5,51.470588235294116,27.941176470588236,20.58823529411765,68,44,39.705882352941174,33.8235294117647,26.470588235294116
622,605,CARROLL COUNTY,GLANTON-HINDSMAN ELEMENTARY,97,49,34.02061855670103,36.08247422680412,29.896907216494846,96,48.5,36.458333333333336,32.291666666666664,31.25
622,705,CARROLL COUNTY,VILLA RICA ELEMENTARY SCHOOL,63,37,46.03174603174603,28.571428571428573,25.396825396825395,63,38,44.44444444444444,28.571428571428573,26.984126984126984
622,1054,CARROLL COUNTY,TEMPLE ELEMENTARY SCHOOL,106,46.5,34.905660377358494,29.245283018867923,35.84905660377358,106,47,33.0188679245283,39.62264150943396,27.358490566037737
622,2050,CARROLL COUNTY,BOWDON ELEMENTARY SCHOOL,81,43,37.03703703703704,33.333333333333336,29.62962962962963,81,62,22.22222222222222,35.80246913580247,41.97530864197531
622,5050,CARROLL COUNTY,CENTRAL ELEMENTARY SCHOOL,110,57.5,27.272727272727273,33.63636363636363,39.09090909090909,110,51,28.181818181818183,34.54545454545455,37.27272727272727
622,5052,CARROLL COUNTY,SAND HILL ELEMENTARY SCHOOL,99,35,48.484848484848484,27.272727272727273,24.242424242424242,99,34,50.505050505050505,27.272727272727273,22.22222222222222
623,103,CATOOSA COUNTY,BATTLEFIELD ELEMENTARY SCHOOL,143,41,44.75524475524475,32.16783216783217,23.076923076923077,143,38,46.85314685314685,30.76923076923077,22.377622377622377
623,105,CATOOSA COUNTY,WOODSTATION ELEMENTARY SCHOOL,50,50,30,34,36,50,48.5,26,38,36
623,185,CATOOSA COUNTY,TIGER CREEK ELEMENTARY SCHOOL,72,63,22.22222222222222,33.333333333333336,44.44444444444444,71,65,19.718309859154928,32.394366197183096,47.88732394366197
623,1050,CATOOSA COUNTY,BOYNTON ELEMENTARY SCHOOL,91,45,42.857142857142854,26.373626373626372,30.76923076923077,91,58,24.175824175824175,35.16483516483517,40.65934065934066
623,1054,CATOOSA COUNTY,WEST SIDE ELEMENTARY SCHOOL,73,49,41.0958904109589,23.28767123287671,35.61643835616438,73,42,42.465753424657535,35.61643835616438,21.91780821917808
623,3050,CATOOSA COUNTY,CLOUD SPRINGS ELEMENTARY SCHOOL,47,72,10.638297872340425,29.78723404255319,59.57446808510638,47,55,19.148936170212767,36.170212765957444,44.680851063829785
623,3052,CATOOSA COUNTY,RINGGOLD ELEMENTARY SCHOOL,133,37,47.36842105263158,25.56390977443609,27.06766917293233,133,40,42.10526315789474,36.8421052631579,21.05263157894737
623,5050,CATOOSA COUNTY,GRAYSVILLE ELEMENTARY SCHOOL,83,52,32.53012048192771,30.120481927710845,37.34939759036145,82,75,13.414634146341463,25.609756097560975,60.97560975609756
624,112,CHARLTON COUNTY,BETHUNE MIDDLE SCHOOL,85,24,63.529411764705884,27.058823529411764,9.411764705882353,85,13,74.11764705882354,17.647058823529413,8.235294117647058
624,4050,CHARLTON COUNTY,ST. GEORGE ELEMENTARY SCHOOL,19,41,36.8421052631579,47.36842105263158,15.789473684210526,19,60,21.05263157894737,47.36842105263158,31.57894736842105
625,107,SAVANNAH-CHATHAM COUNTY,UHS OF SAVANNAH COASTAL HARBOR TREA,1,--,--,--,--,1,--,--,--,--
625,109,SAVANNAH-CHATHAM COUNTY,COASTAL EMPIRE MONTESSORI CHARTER S,21,36,42.857142857142854,38.095238095238095,19.047619047619047,21,46,33.333333333333336,42.857142857142854,23.80952380952381
625,116,SAVANNAH-CHATHAM COUNTY,PULASKI ELEMENTARY SCHOOL,58,47,34.48275862068966,36.206896551724135,29.310344827586206,58,47,32.758620689655174,43.10344827586207,24.137931034482758
625,125,SAVANNAH-CHATHAM COUNTY,TYBEE ISLAND MARITIME ACADEMY SCHOO,48,54.5,35.416666666666664,22.916666666666668,41.666666666666664,47,68,19.148936170212767,29.78723404255319,51.06382978723404
625,128,SAVANNAH-CHATHAM COUNTY,SAVANNAH CLASSICAL ACADEMY CHARTER,25,81,8,32,60,25,71,16,28,56
625,192,SAVANNAH-CHATHAM COUNTY,ESTHER F. GARRISON SCHOOL FOR THE A,84,47.5,29.761904761904763,36.904761904761905,33.333333333333336,84,79,15.476190476190476,25,59.523809523809526
625,194,SAVANNAH-CHATHAM COUNTY,GEORGETOWN SCHOOL,38,64.5,21.05263157894737,31.57894736842105,47.36842105263158,38,49.5,31.57894736842105,31.57894736842105,36.8421052631579
625,197,SAVANNAH-CHATHAM COUNTY,GARDEN CITY ELEMENTARY SCHOOL,78,41,43.58974358974359,32.05128205128205,24.358974358974358,78,31.5,55.12820512820513,28.205128205128204,16.666666666666668
625,200,SAVANNAH-CHATHAM COUNTY,WEST CHATHAM ELEMENTARY SCHOOL,98,48.5,40.816326530612244,26.53061224489796,32.6530612244898,98,42,44.89795918367347,21.428571428571427,33.673469387755105
625,211,SAVANNAH-CHATHAM COUNTY,GODLEY STATION SCHOOL,109,49,34.862385321100916,37.61467889908257,27.522935779816514,110,53.5,27.272727272727273,32.72727272727273,40
625,298,SAVANNAH-CHATHAM COUNTY,MARSHPOINT ELEMENTARY SCHOOL,81,45,39.50617283950617,29.62962962962963,30.864197530864196,81,60,20.987654320987655,35.80246913580247,43.20987654320987
625,300,SAVANNAH-CHATHAM COUNTY,SOUTHWEST ELEMENTARY SCHOOL,101,61,15.841584158415841,42.57425742574257,41.584158415841586,103,56,26.21359223300971,39.80582524271845,33.980582524271846
625,511,SAVANNAH-CHATHAM COUNTY,SHUMAN ELEMENTARY SCHOOL,98,40,42.857142857142854,30.612244897959183,26.53061224489796,98,40.5,46.93877551020408,25.510204081632654,27.551020408163264
625,512,SAVANNAH-CHATHAM COUNTY,RICE CREEK SCHOOL,110,55,32.72727272727273,33.63636363636363,33.63636363636363,110,44.5,41.81818181818182,32.72727272727273,25.454545454545453
625,514,SAVANNAH-CHATHAM COUNTY,SCHOOL OF HUMANITIES AT JULIETTE GO,98,42,45.91836734693877,34.69387755102041,19.387755102040817,98,46,38.775510204081634,33.673469387755105,27.551020408163264
625,515,SAVANNAH-CHATHAM COUNTY,SUSIE KING TAYLOR COMMUNITY SCHOOL,33,56,27.272727272727273,39.39393939393939,33.333333333333336,33,26,60.60606060606061,15.151515151515152,24.242424242424242
625,518,SAVANNAH-CHATHAM COUNTY,SAVANNAH-CHATHAM E-LEARNING ACADEMY,33,42,42.42424242424242,30.303030303030305,27.272727272727273,34,34,50,32.35294117647059,17.647058823529413
625,520,SAVANNAH-CHATHAM COUNTY,NEW HAMPSTEAD K-8 SCHOOL,73,46,28.767123287671232,46.57534246575342,24.65753424657534,73,38,47.945205479452056,24.65753424657534,27.397260273972602
625,1052,SAVANNAH-CHATHAM COUNTY,OTIS J BROCK III ELEMENTARY SCHOOL,78,39,46.15384615384615,20.512820512820515,33.333333333333336,78,73.5,17.94871794871795,16.666666666666668,65.38461538461539
625,1056,SAVANNAH-CHATHAM COUNTY,GADSDEN ELEMENTARY SCHOOL,74,39.5,45.945945945945944,31.08108108108108,22.972972972972972,74,64.5,27.027027027027028,24.324324324324323,48.648648648648646
625,1058,SAVANNAH-CHATHAM COUNTY,HEARD ELEMENTARY SCHOOL,85,65,24.705882352941178,27.058823529411764,48.23529411764706,85,34,50.588235294117645,32.94117647058823,16.470588235294116
625,1060,SAVANNAH-CHATHAM COUNTY,MAY HOWARD ELEMENTARY SCHOOL,65,39,47.69230769230769,30.76923076923077,21.53846153846154,65,34,50.76923076923077,32.30769230769231,16.923076923076923
625,1070,SAVANNAH-CHATHAM COUNTY,WHITE BLUFF ELEMENTARY SCHOOL,96,56.5,23.958333333333332,37.5,38.541666666666664,98,42,36.734693877551024,37.755102040816325,25.510204081632654
625,2056,SAVANNAH-CHATHAM COUNTY,GOULD ELEMENTARY SCHOOL,107,56,27.102803738317757,30.8411214953271,42.05607476635514,107,46,38.3177570093458,32.71028037383178,28.97196261682243
625,2062,SAVANNAH-CHATHAM COUNTY,LARGO-TIBET ELEMENTARY SCHOOL,77,42,42.857142857142854,31.16883116883117,25.974025974025974,77,56,31.16883116883117,35.064935064935064,33.76623376623377
625,2068,SAVANNAH-CHATHAM COUNTY,ANDREA B WILLIAMS ELEMENTARY SCHOOL,91,56,30.76923076923077,26.373626373626372,42.857142857142854,92,51,38.04347826086956,27.17391304347826,34.78260869565217
625,3060,SAVANNAH-CHATHAM COUNTY,ISLE OF HOPE SCHOOL,50,47,34,36,30,51,54,31.372549019607842,39.21568627450981,29.41176470588235
625,3064,SAVANNAH-CHATHAM COUNTY,POOLER ELEMENTARY SCHOOL,61,46,34.42622950819672,37.704918032786885,27.868852459016395,60,41,36.666666666666664,41.666666666666664,21.666666666666668
625,4052,SAVANNAH-CHATHAM COUNTY,BLOOMINGDALE ELEMENTARY SCHOOL,38,58,18.42105263157895,47.36842105263158,34.21052631578947,38,65,13.157894736842104,36.8421052631579,50
625,4054,SAVANNAH-CHATHAM COUNTY,ELLIS ELEMENTARY SCHOOL,43,48,39.53488372093023,20.930232558139537,39.53488372093023,43,42,44.18604651162791,23.25581395348837,32.55813953488372
625,4056,SAVANNAH-CHATHAM COUNTY,HAVEN ELEMENTARY SCHOOL,45,50,31.11111111111111,33.333333333333336,35.55555555555556,45,71,15.555555555555555,33.333333333333336,51.111111111111114
625,4058,SAVANNAH-CHATHAM COUNTY,HESSE SCHOOL,105,36,48.57142857142857,20,31.428571428571427,105,52,34.285714285714285,32.38095238095238,33.333333333333336
625,4070,SAVANNAH-CHATHAM COUNTY,WINDSOR FOREST ELEMENTARY SCHOOL,55,40,45.45454545454545,27.272727272727273,27.272727272727273,55,65,29.09090909090909,21.818181818181817,49.09090909090909
625,5052,SAVANNAH-CHATHAM COUNTY,BUTLER ELEMENTARY SCHOOL,62,58.5,25.806451612903224,32.25806451612903,41.935483870967744,62,77,11.290322580645162,22.580645161290324,66.12903225806451
625,5058,SAVANNAH-CHATHAM COUNTY,HODGE ELEMENTARY SCHOOL,58,73.5,18.96551724137931,17.24137931034483,63.793103448275865,58,85.5,15.517241379310345,17.24137931034483,67.24137931034483
625,5066,SAVANNAH-CHATHAM COUNTY,JACOB G. SMITH ELEMENTARY SCHOOL,65,66,18.46153846153846,30.76923076923077,50.76923076923077,66,59,33.333333333333336,27.272727272727273,39.39393939393939
